idWeeks;datStart;datEnd;nYear;nMonth;nCalendarWeek
469;2006-12-25;2006-12-31;2006;12;52
470;2007-01-01;2007-01-07;2007;1;1
471;2007-01-08;2007-01-14;2007;1;2
472;2007-01-15;2007-01-21;2007;1;3
473;2007-01-22;2007-01-28;2007;1;4
474;2007-01-29;2007-02-04;2007;1;5
475;2007-02-05;2007-02-11;2007;2;6
476;2007-02-12;2007-02-18;2007;2;7
477;2007-02-19;2007-02-25;2007;2;8
478;2007-02-26;2007-03-04;2007;2;9
479;2007-03-05;2007-03-11;2007;3;10
480;2007-03-12;2007-03-18;2007;3;11
481;2007-03-19;2007-03-25;2007;3;12
482;2007-03-26;2007-04-01;2007;3;13
483;2007-04-02;2007-04-08;2007;4;14
484;2007-04-09;2007-04-15;2007;4;15
485;2007-04-16;2007-04-22;2007;4;16
486;2007-04-23;2007-04-29;2007;4;17
487;2007-04-30;2007-05-06;2007;4;18
488;2007-05-07;2007-05-13;2007;5;19
489;2007-05-14;2007-05-20;2007;5;20
490;2007-05-21;2007-05-27;2007;5;21
491;2007-05-28;2007-06-03;2007;5;22
492;2007-06-04;2007-06-10;2007;6;23
493;2007-06-11;2007-06-17;2007;6;24
494;2007-06-18;2007-06-24;2007;6;25
495;2007-06-25;2007-07-01;2007;6;26
496;2007-07-02;2007-07-08;2007;7;27
497;2007-07-09;2007-07-15;2007;7;28
498;2007-07-16;2007-07-22;2007;7;29
499;2007-07-23;2007-07-29;2007;7;30
500;2007-07-30;2007-08-05;2007;7;31
501;2007-08-06;2007-08-12;2007;8;32
502;2007-08-13;2007-08-19;2007;8;33
503;2007-08-20;2007-08-26;2007;8;34
504;2007-08-27;2007-09-02;2007;8;35
505;2007-09-03;2007-09-09;2007;9;36
506;2007-09-10;2007-09-16;2007;9;37
507;2007-09-17;2007-09-23;2007;9;38
508;2007-09-24;2007-09-30;2007;9;39
509;2007-10-01;2007-10-07;2007;10;40
510;2007-10-08;2007-10-14;2007;10;41
511;2007-10-15;2007-10-21;2007;10;42
512;2007-10-22;2007-10-28;2007;10;43
513;2007-10-29;2007-11-04;2007;10;44
514;2007-11-05;2007-11-11;2007;11;45
515;2007-11-12;2007-11-18;2007;11;46
516;2007-11-19;2007-11-25;2007;11;47
517;2007-11-26;2007-12-02;2007;11;48
518;2007-12-03;2007-12-09;2007;12;49
519;2007-12-10;2007-12-16;2007;12;50
520;2007-12-17;2007-12-23;2007;12;51
521;2007-12-24;2007-12-30;2007;12;52
522;2007-12-31;2008-01-06;2007;12;53
523;2008-01-07;2008-01-13;2008;1;2
524;2008-01-14;2008-01-20;2008;1;3
525;2008-01-21;2008-01-27;2008;1;4
526;2008-01-28;2008-02-03;2008;1;5
527;2008-02-04;2008-02-10;2008;2;6
528;2008-02-11;2008-02-17;2008;2;7
529;2008-02-18;2008-02-24;2008;2;8
530;2008-02-25;2008-03-02;2008;2;9
531;2008-03-03;2008-03-09;2008;3;10
532;2008-03-10;2008-03-16;2008;3;11
533;2008-03-17;2008-03-23;2008;3;12
534;2008-03-24;2008-03-30;2008;3;13
535;2008-03-31;2008-04-06;2008;3;14
536;2008-04-07;2008-04-13;2008;4;15
537;2008-04-14;2008-04-20;2008;4;16
538;2008-04-21;2008-04-27;2008;4;17
539;2008-04-28;2008-05-04;2008;4;18
540;2008-05-05;2008-05-11;2008;5;19
541;2008-05-12;2008-05-18;2008;5;20
542;2008-05-19;2008-05-25;2008;5;21
543;2008-05-26;2008-06-01;2008;5;22
544;2008-06-02;2008-06-08;2008;6;23
545;2008-06-09;2008-06-15;2008;6;24
546;2008-06-16;2008-06-22;2008;6;25
547;2008-06-23;2008-06-29;2008;6;26
548;2008-06-30;2008-07-06;2008;6;27
549;2008-07-07;2008-07-13;2008;7;28
550;2008-07-14;2008-07-20;2008;7;29
551;2008-07-21;2008-07-27;2008;7;30
552;2008-07-28;2008-08-03;2008;7;31
553;2008-08-04;2008-08-10;2008;8;32
554;2008-08-11;2008-08-17;2008;8;33
555;2008-08-18;2008-08-24;2008;8;34
556;2008-08-25;2008-08-31;2008;8;35
557;2008-09-01;2008-09-07;2008;9;36
558;2008-09-08;2008-09-14;2008;9;37
559;2008-09-15;2008-09-21;2008;9;38
560;2008-09-22;2008-09-28;2008;9;39
561;2008-09-29;2008-10-05;2008;9;40
562;2008-10-06;2008-10-12;2008;10;41
563;2008-10-13;2008-10-19;2008;10;42
564;2008-10-20;2008-10-26;2008;10;43
565;2008-10-27;2008-11-02;2008;10;44
566;2008-11-03;2008-11-09;2008;11;45
567;2008-11-10;2008-11-16;2008;11;46
568;2008-11-17;2008-11-23;2008;11;47
569;2008-11-24;2008-11-30;2008;11;48
570;2008-12-01;2008-12-07;2008;12;49
571;2008-12-08;2008-12-14;2008;12;50
572;2008-12-15;2008-12-21;2008;12;51
573;2008-12-22;2008-12-28;2008;12;52
574;2008-12-29;2009-01-04;2008;12;53
575;2009-01-05;2009-01-11;2009;1;2
576;2009-01-12;2009-01-18;2009;1;3
577;2009-01-19;2009-01-25;2009;1;4
578;2009-01-26;2009-02-01;2009;1;5
579;2009-02-02;2009-02-08;2009;2;6
580;2009-02-09;2009-02-15;2009;2;7
581;2009-02-16;2009-02-22;2009;2;8
582;2009-02-23;2009-03-01;2009;2;9
583;2009-03-02;2009-03-08;2009;3;10
584;2009-03-09;2009-03-15;2009;3;11
585;2009-03-16;2009-03-22;2009;3;12
586;2009-03-23;2009-03-29;2009;3;13
587;2009-03-30;2009-04-05;2009;3;14
588;2009-04-06;2009-04-12;2009;4;15
589;2009-04-13;2009-04-19;2009;4;16
590;2009-04-20;2009-04-26;2009;4;17
591;2009-04-27;2009-05-03;2009;4;18
592;2009-05-04;2009-05-10;2009;5;19
593;2009-05-11;2009-05-17;2009;5;20
594;2009-05-18;2009-05-24;2009;5;21
595;2009-05-25;2009-05-31;2009;5;22
596;2009-06-01;2009-06-07;2009;6;23
597;2009-06-08;2009-06-14;2009;6;24
598;2009-06-15;2009-06-21;2009;6;25
599;2009-06-22;2009-06-28;2009;6;26
600;2009-06-29;2009-07-05;2009;6;27
601;2009-07-06;2009-07-12;2009;7;28
602;2009-07-13;2009-07-19;2009;7;29
603;2009-07-20;2009-07-26;2009;7;30
604;2009-07-27;2009-08-02;2009;7;31
605;2009-08-03;2009-08-09;2009;8;32
606;2009-08-10;2009-08-16;2009;8;33
607;2009-08-17;2009-08-23;2009;8;34
608;2009-08-24;2009-08-30;2009;8;35
609;2009-08-31;2009-09-06;2009;8;36
610;2009-09-07;2009-09-13;2009;9;37
611;2009-09-14;2009-09-20;2009;9;38
612;2009-09-21;2009-09-27;2009;9;39
613;2009-09-28;2009-10-04;2009;9;40
614;2009-10-05;2009-10-11;2009;10;41
615;2009-10-12;2009-10-18;2009;10;42
616;2009-10-19;2009-10-25;2009;10;43
617;2009-10-26;2009-11-01;2009;10;44
618;2009-11-02;2009-11-08;2009;11;45
619;2009-11-09;2009-11-15;2009;11;46
620;2009-11-16;2009-11-22;2009;11;47
621;2009-11-23;2009-11-29;2009;11;48
622;2009-11-30;2009-12-06;2009;11;49
623;2009-12-07;2009-12-13;2009;12;50
624;2009-12-14;2009-12-20;2009;12;51
625;2009-12-21;2009-12-27;2009;12;52
626;2009-12-28;2010-01-03;2009;12;53
627;2010-01-04;2010-01-10;2010;1;2
628;2010-01-11;2010-01-17;2010;1;3
629;2010-01-18;2010-01-24;2010;1;4
630;2010-01-25;2010-01-31;2010;1;5
631;2010-02-01;2010-02-07;2010;2;6
632;2010-02-08;2010-02-14;2010;2;7
633;2010-02-15;2010-02-21;2010;2;8
634;2010-02-22;2010-02-28;2010;2;9
635;2010-03-01;2010-03-07;2010;3;10
636;2010-03-08;2010-03-14;2010;3;11
637;2010-03-15;2010-03-21;2010;3;12
638;2010-03-22;2010-03-28;2010;3;13
639;2010-03-29;2010-04-04;2010;3;14
640;2010-04-05;2010-04-11;2010;4;15
641;2010-04-12;2010-04-18;2010;4;16
642;2010-04-19;2010-04-25;2010;4;17
643;2010-04-26;2010-05-02;2010;4;18
644;2010-05-03;2010-05-09;2010;5;19
645;2010-05-10;2010-05-16;2010;5;20
646;2010-05-17;2010-05-23;2010;5;21
647;2010-05-24;2010-05-30;2010;5;22
648;2010-05-31;2010-06-06;2010;5;23
649;2010-06-07;2010-06-13;2010;6;24
650;2010-06-14;2010-06-20;2010;6;25
651;2010-06-21;2010-06-27;2010;6;26
652;2010-06-28;2010-07-04;2010;6;27
653;2010-07-05;2010-07-11;2010;7;28
654;2010-07-12;2010-07-18;2010;7;29
655;2010-07-19;2010-07-25;2010;7;30
656;2010-07-26;2010-08-01;2010;7;31
657;2010-08-02;2010-08-08;2010;8;32
658;2010-08-09;2010-08-15;2010;8;33
659;2010-08-16;2010-08-22;2010;8;34
660;2010-08-23;2010-08-29;2010;8;35
661;2010-08-30;2010-09-05;2010;8;36
662;2010-09-06;2010-09-12;2010;9;37
663;2010-09-13;2010-09-19;2010;9;38
664;2010-09-20;2010-09-26;2010;9;39
665;2010-09-27;2010-10-03;2010;9;40
666;2010-10-04;2010-10-10;2010;10;41
667;2010-10-11;2010-10-17;2010;10;42
668;2010-10-18;2010-10-24;2010;10;43
669;2010-10-25;2010-10-31;2010;10;44
670;2010-11-01;2010-11-07;2010;11;45
671;2010-11-08;2010-11-14;2010;11;46
672;2010-11-15;2010-11-21;2010;11;47
673;2010-11-22;2010-11-28;2010;11;48
674;2010-11-29;2010-12-05;2010;11;49
675;2010-12-06;2010-12-12;2010;12;50
676;2010-12-13;2010-12-19;2010;12;51
677;2010-12-20;2010-12-26;2010;12;52
678;2010-12-27;2011-01-02;2010;12;53
679;2011-01-03;2011-01-09;2011;1;2
680;2011-01-10;2011-01-16;2011;1;3
681;2011-01-17;2011-01-23;2011;1;4
682;2011-01-24;2011-01-30;2011;1;5
683;2011-01-31;2011-02-06;2011;1;6
684;2011-02-07;2011-02-13;2011;2;7
685;2011-02-14;2011-02-20;2011;2;8
686;2011-02-21;2011-02-27;2011;2;9
687;2011-02-28;2011-03-06;2011;2;10
688;2011-03-07;2011-03-13;2011;3;11
689;2011-03-14;2011-03-20;2011;3;12
690;2011-03-21;2011-03-27;2011;3;13
691;2011-03-28;2011-04-03;2011;3;14
692;2011-04-04;2011-04-10;2011;4;15
693;2011-04-11;2011-04-17;2011;4;16
694;2011-04-18;2011-04-24;2011;4;17
695;2011-04-25;2011-05-01;2011;4;18
696;2011-05-02;2011-05-08;2011;5;19
697;2011-05-09;2011-05-15;2011;5;20
698;2011-05-16;2011-05-22;2011;5;21
699;2011-05-23;2011-05-29;2011;5;22
700;2011-05-30;2011-06-05;2011;5;23
701;2011-06-06;2011-06-12;2011;6;24
702;2011-06-13;2011-06-19;2011;6;25
703;2011-06-20;2011-06-26;2011;6;26
704;2011-06-27;2011-07-03;2011;6;27
705;2011-07-04;2011-07-10;2011;7;28
706;2011-07-11;2011-07-17;2011;7;29
707;2011-07-18;2011-07-24;2011;7;30
708;2011-07-25;2011-07-31;2011;7;31
709;2011-08-01;2011-08-07;2011;8;32
710;2011-08-08;2011-08-14;2011;8;33
711;2011-08-15;2011-08-21;2011;8;34
712;2011-08-22;2011-08-28;2011;8;35
713;2011-08-29;2011-09-04;2011;8;36
714;2011-09-05;2011-09-11;2011;9;37
715;2011-09-12;2011-09-18;2011;9;38
716;2011-09-19;2011-09-25;2011;9;39
717;2011-09-26;2011-10-02;2011;9;40
718;2011-10-03;2011-10-09;2011;10;41
719;2011-10-10;2011-10-16;2011;10;42
720;2011-10-17;2011-10-23;2011;10;43
721;2011-10-24;2011-10-30;2011;10;44
722;2011-10-31;2011-11-06;2011;10;45
723;2011-11-07;2011-11-13;2011;11;46
724;2011-11-14;2011-11-20;2011;11;47
725;2011-11-21;2011-11-27;2011;11;48
726;2011-11-28;2011-12-04;2011;11;49
727;2011-12-05;2011-12-11;2011;12;50
728;2011-12-12;2011-12-18;2011;12;51
729;2011-12-19;2011-12-25;2011;12;52
730;2011-12-26;2012-01-01;2011;12;53
731;2012-01-02;2012-01-08;2012;1;1
732;2012-01-09;2012-01-15;2012;1;2
733;2012-01-16;2012-01-22;2012;1;3
734;2012-01-23;2012-01-29;2012;1;4
735;2012-01-30;2012-02-05;2012;1;5
736;2012-02-06;2012-02-12;2012;2;6
737;2012-02-13;2012-02-19;2012;2;7
738;2012-02-20;2012-02-26;2012;2;8
739;2012-02-27;2012-03-04;2012;2;9
740;2012-03-05;2012-03-11;2012;3;10
741;2012-03-12;2012-03-18;2012;3;11
742;2012-03-19;2012-03-25;2012;3;12
743;2012-03-26;2012-04-01;2012;3;13
744;2012-04-02;2012-04-08;2012;4;14
745;2012-04-09;2012-04-15;2012;4;15
746;2012-04-16;2012-04-22;2012;4;16
747;2012-04-23;2012-04-29;2012;4;17
748;2012-04-30;2012-05-06;2012;4;18
749;2012-05-07;2012-05-13;2012;5;19
750;2012-05-14;2012-05-20;2012;5;20
751;2012-05-21;2012-05-27;2012;5;21
752;2012-05-28;2012-06-03;2012;5;22
753;2012-06-04;2012-06-10;2012;6;23
754;2012-06-11;2012-06-17;2012;6;24
755;2012-06-18;2012-06-24;2012;6;25
756;2012-06-25;2012-07-01;2012;6;26
757;2012-07-02;2012-07-08;2012;7;27
758;2012-07-09;2012-07-15;2012;7;28
759;2012-07-16;2012-07-22;2012;7;29
760;2012-07-23;2012-07-29;2012;7;30
761;2012-07-30;2012-08-05;2012;7;31
762;2012-08-06;2012-08-12;2012;8;32
763;2012-08-13;2012-08-19;2012;8;33
764;2012-08-20;2012-08-26;2012;8;34
765;2012-08-27;2012-09-02;2012;8;35
766;2012-09-03;2012-09-09;2012;9;36
767;2012-09-10;2012-09-16;2012;9;37
768;2012-09-17;2012-09-23;2012;9;38
769;2012-09-24;2012-09-30;2012;9;39
770;2012-10-01;2012-10-07;2012;10;40
771;2012-10-08;2012-10-14;2012;10;41
772;2012-10-15;2012-10-21;2012;10;42
773;2012-10-22;2012-10-28;2012;10;43
774;2012-10-29;2012-11-04;2012;10;44
775;2012-11-05;2012-11-11;2012;11;45
776;2012-11-12;2012-11-18;2012;11;46
777;2012-11-19;2012-11-25;2012;11;47
778;2012-11-26;2012-12-02;2012;11;48
779;2012-12-03;2012-12-09;2012;12;49
780;2012-12-10;2012-12-16;2012;12;50
781;2012-12-17;2012-12-23;2012;12;51
782;2012-12-24;2012-12-30;2012;12;52
783;2012-12-31;2013-01-06;2012;12;53
784;2013-01-07;2013-01-13;2013;1;2
785;2013-01-14;2013-01-20;2013;1;3
786;2013-01-21;2013-01-27;2013;1;4
787;2013-01-28;2013-02-03;2013;1;5
788;2013-02-04;2013-02-10;2013;2;6
789;2013-02-11;2013-02-17;2013;2;7
790;2013-02-18;2013-02-24;2013;2;8
791;2013-02-25;2013-03-03;2013;2;9
792;2013-03-04;2013-03-10;2013;3;10
793;2013-03-11;2013-03-17;2013;3;11
794;2013-03-18;2013-03-24;2013;3;12
795;2013-03-25;2013-03-31;2013;3;13
796;2013-04-01;2013-04-07;2013;4;14
797;2013-04-08;2013-04-14;2013;4;15
798;2013-04-15;2013-04-21;2013;4;16
799;2013-04-22;2013-04-28;2013;4;17
800;2013-04-29;2013-05-05;2013;4;18
801;2013-05-06;2013-05-12;2013;5;19
802;2013-05-13;2013-05-19;2013;5;20
803;2013-05-20;2013-05-26;2013;5;21
804;2013-05-27;2013-06-02;2013;5;22
805;2013-06-03;2013-06-09;2013;6;23
806;2013-06-10;2013-06-16;2013;6;24
807;2013-06-17;2013-06-23;2013;6;25
808;2013-06-24;2013-06-30;2013;6;26
809;2013-07-01;2013-07-07;2013;7;27
810;2013-07-08;2013-07-14;2013;7;28
811;2013-07-15;2013-07-21;2013;7;29
812;2013-07-22;2013-07-28;2013;7;30
813;2013-07-29;2013-08-04;2013;7;31
814;2013-08-05;2013-08-11;2013;8;32
815;2013-08-12;2013-08-18;2013;8;33
816;2013-08-19;2013-08-25;2013;8;34
817;2013-08-26;2013-09-01;2013;8;35
818;2013-09-02;2013-09-08;2013;9;36
819;2013-09-09;2013-09-15;2013;9;37
820;2013-09-16;2013-09-22;2013;9;38
821;2013-09-23;2013-09-29;2013;9;39
822;2013-09-30;2013-10-06;2013;9;40
823;2013-10-07;2013-10-13;2013;10;41
824;2013-10-14;2013-10-20;2013;10;42
825;2013-10-21;2013-10-27;2013;10;43
826;2013-10-28;2013-11-03;2013;10;44
827;2013-11-04;2013-11-10;2013;11;45
828;2013-11-11;2013-11-17;2013;11;46
829;2013-11-18;2013-11-24;2013;11;47
830;2013-11-25;2013-12-01;2013;11;48
831;2013-12-02;2013-12-08;2013;12;49
832;2013-12-09;2013-12-15;2013;12;50
833;2013-12-16;2013-12-22;2013;12;51
834;2013-12-23;2013-12-29;2013;12;52
835;2013-12-30;2014-01-05;2013;12;53
836;2014-01-06;2014-01-12;2014;1;2
837;2014-01-13;2014-01-19;2014;1;3
838;2014-01-20;2014-01-26;2014;1;4
839;2014-01-27;2014-02-02;2014;1;5
840;2014-02-03;2014-02-09;2014;2;6
841;2014-02-10;2014-02-16;2014;2;7
842;2014-02-17;2014-02-23;2014;2;8
843;2014-02-24;2014-03-02;2014;2;9
844;2014-03-03;2014-03-09;2014;3;10
845;2014-03-10;2014-03-16;2014;3;11
846;2014-03-17;2014-03-23;2014;3;12
847;2014-03-24;2014-03-30;2014;3;13
848;2014-03-31;2014-04-06;2014;3;14
849;2014-04-07;2014-04-13;2014;4;15
850;2014-04-14;2014-04-20;2014;4;16
851;2014-04-21;2014-04-27;2014;4;17
852;2014-04-28;2014-05-04;2014;4;18
853;2014-05-05;2014-05-11;2014;5;19
854;2014-05-12;2014-05-18;2014;5;20
855;2014-05-19;2014-05-25;2014;5;21
856;2014-05-26;2014-06-01;2014;5;22
857;2014-06-02;2014-06-08;2014;6;23
858;2014-06-09;2014-06-15;2014;6;24
859;2014-06-16;2014-06-22;2014;6;25
860;2014-06-23;2014-06-29;2014;6;26
861;2014-06-30;2014-07-06;2014;6;27
862;2014-07-07;2014-07-13;2014;7;28
863;2014-07-14;2014-07-20;2014;7;29
864;2014-07-21;2014-07-27;2014;7;30
865;2014-07-28;2014-08-03;2014;7;31
866;2014-08-04;2014-08-10;2014;8;32
867;2014-08-11;2014-08-17;2014;8;33
868;2014-08-18;2014-08-24;2014;8;34
869;2014-08-25;2014-08-31;2014;8;35
870;2014-09-01;2014-09-07;2014;9;36
871;2014-09-08;2014-09-14;2014;9;37
872;2014-09-15;2014-09-21;2014;9;38
873;2014-09-22;2014-09-28;2014;9;39
874;2014-09-29;2014-10-05;2014;9;40
875;2014-10-06;2014-10-12;2014;10;41
876;2014-10-13;2014-10-19;2014;10;42
877;2014-10-20;2014-10-26;2014;10;43
878;2014-10-27;2014-11-02;2014;10;44
879;2014-11-03;2014-11-09;2014;11;45
880;2014-11-10;2014-11-16;2014;11;46
881;2014-11-17;2014-11-23;2014;11;47
882;2014-11-24;2014-11-30;2014;11;48
883;2014-12-01;2014-12-07;2014;12;49
884;2014-12-08;2014-12-14;2014;12;50
885;2014-12-15;2014-12-21;2014;12;51
886;2014-12-22;2014-12-28;2014;12;52
887;2014-12-29;2015-01-04;2014;12;53
888;2015-01-05;2015-01-11;2015;1;2
889;2015-01-12;2015-01-18;2015;1;3
890;2015-01-19;2015-01-25;2015;1;4
891;2015-01-26;2015-02-01;2015;1;5
892;2015-02-02;2015-02-08;2015;2;6
893;2015-02-09;2015-02-15;2015;2;7
894;2015-02-16;2015-02-22;2015;2;8
895;2015-02-23;2015-03-01;2015;2;9
896;2015-03-02;2015-03-08;2015;3;10
897;2015-03-09;2015-03-15;2015;3;11
898;2015-03-16;2015-03-22;2015;3;12
899;2015-03-23;2015-03-29;2015;3;13
900;2015-03-30;2015-04-05;2015;3;14
901;2015-04-06;2015-04-12;2015;4;15
902;2015-04-13;2015-04-19;2015;4;16
903;2015-04-20;2015-04-26;2015;4;17
904;2015-04-27;2015-05-03;2015;4;18
905;2015-05-04;2015-05-10;2015;5;19
906;2015-05-11;2015-05-17;2015;5;20
907;2015-05-18;2015-05-24;2015;5;21
908;2015-05-25;2015-05-31;2015;5;22
909;2015-06-01;2015-06-07;2015;6;23
910;2015-06-08;2015-06-14;2015;6;24
911;2015-06-15;2015-06-21;2015;6;25
912;2015-06-22;2015-06-28;2015;6;26
913;2015-06-29;2015-07-05;2015;6;27
914;2015-07-06;2015-07-12;2015;7;28
915;2015-07-13;2015-07-19;2015;7;29
916;2015-07-20;2015-07-26;2015;7;30
917;2015-07-27;2015-08-02;2015;7;31
918;2015-08-03;2015-08-09;2015;8;32
919;2015-08-10;2015-08-16;2015;8;33
920;2015-08-17;2015-08-23;2015;8;34
921;2015-08-24;2015-08-30;2015;8;35
922;2015-08-31;2015-09-06;2015;8;36
923;2015-09-07;2015-09-13;2015;9;37
924;2015-09-14;2015-09-20;2015;9;38
925;2015-09-21;2015-09-27;2015;9;39
926;2015-09-28;2015-10-04;2015;9;40
927;2015-10-05;2015-10-11;2015;10;41
928;2015-10-12;2015-10-18;2015;10;42
929;2015-10-19;2015-10-25;2015;10;43
930;2015-10-26;2015-11-01;2015;10;44
931;2015-11-02;2015-11-08;2015;11;45
932;2015-11-09;2015-11-15;2015;11;46
933;2015-11-16;2015-11-22;2015;11;47
934;2015-11-23;2015-11-29;2015;11;48
935;2015-11-30;2015-12-06;2015;11;49
